icd10 chapter,target,prevalence,time_stamp,recall,precision,f1-score,pr_auc,roc_auc,random_seed,target_label,training_percentage
Diseases of the skin and subcutaneous tissue,12,0.0453175846691575,05-05-2023-00-26-51,0.0,0.0,0.0,0.049302009489642015,0.46299694189602447,3,12,0.1
Diseases of the skin and subcutaneous tissue,12,0.0453175846691575,05-04-2023-23-13-34,0.0,0.0,0.0,0.04148851186977097,0.4580962334997871,1,12,0.1
Diseases of the skin and subcutaneous tissue,12,0.0453175846691575,05-03-2023-07-39-19,0.0,0.0,0.0,0.05981658793546199,0.543885727557775,3,12,1.0
Diseases of the skin and subcutaneous tissue,12,0.0453175846691575,05-05-2023-00-58-44,0.0,0.0,0.0,0.04016505016738452,0.42870746719312514,4,12,0.1
Diseases of the skin and subcutaneous tissue,12,0.0453175846691575,05-04-2023-05-48-46,0.0,0.0,0.0,0.07739589566583285,0.5644950257422676,4,12,0.5
Diseases of the skin and subcutaneous tissue,12,0.0453175846691575,05-03-2023-11-57-11,0.0,0.0,0.0,0.0610650527287028,0.5512755003290365,4,12,1.0
Diseases of the skin and subcutaneous tissue,12,0.0453175846691575,05-02-2023-18-30-12,0.0,0.0,0.0,0.0623409119615283,0.5376611311113693,0,12,1.0
Diseases of the skin and subcutaneous tissue,12,0.0453175846691575,05-03-2023-22-37-26,0.0,0.0,0.0,0.07099910178983954,0.5115162776293887,1,12,0.5
Diseases of the musculoskeletal system and connective tissue,13,0.1161865734602868,05-04-2023-00-29-01,0.0,0.0,0.0,0.20609947012094879,0.5081208100076025,2,13,0.5
Diseases of the musculoskeletal system and connective tissue,13,0.1161865734602868,05-04-2023-23-05-20,0.0,0.0,0.0,0.18850047068150255,0.4879062564793697,1,13,0.1
Diseases of the musculoskeletal system and connective tissue,13,0.1161865734602868,05-03-2023-19-35-03,0.0,0.0,0.0,0.21496933994198905,0.5161638675789619,0,13,0.5
Diseases of the musculoskeletal system and connective tissue,13,0.1161865734602868,05-02-2023-17-23-10,0.0,0.0,0.0,0.21292197467964077,0.5073195279563204,0,13,1.0
Diseases of the musculoskeletal system and connective tissue,13,0.1161865734602868,05-04-2023-02-56-26,0.0,0.0,0.0,0.21114494134468859,0.5259995507637018,3,13,0.5
Diseases of the musculoskeletal system and connective tissue,13,0.1161865734602868,05-04-2023-23-39-32,0.0,0.0,0.0,0.18474260901805709,0.46966143133595967,2,13,0.1
Diseases of the musculoskeletal system and connective tissue,13,0.1161865734602868,05-04-2023-05-14-11,0.0,0.0,0.0,0.20528000911456307,0.5034556638330223,4,13,0.5
Diseases of the musculoskeletal system and connective tissue,13,0.1161865734602868,05-03-2023-10-58-00,0.0,0.0,0.0,0.21178720875508406,0.5049934342387172,4,13,1.0
Diseases of the musculoskeletal system and connective tissue,13,0.1161865734602868,05-05-2023-00-18-20,0.0,0.0,0.0,0.21487649052394048,0.52008712592439,3,13,0.1
Diseases of the musculoskeletal system and connective tissue,13,0.1161865734602868,05-02-2023-22-00-35,0.0,0.0,0.0,0.22168229756365254,0.5155893634667219,1,13,1.0
Diseases of the musculoskeletal system and connective tissue,13,0.1161865734602868,05-03-2023-22-00-40,0.0,0.0,0.0,0.2496674256860359,0.5773420761628308,1,13,0.5
Diseases of the musculoskeletal system and connective tissue,13,0.1161865734602868,05-05-2023-00-50-42,0.0,0.0,0.0,0.20235946370311764,0.5010259002004285,4,13,0.1
Diseases of the musculoskeletal system and connective tissue,13,0.1161865734602868,05-03-2023-06-39-20,0.0,0.0,0.0,0.215480707027298,0.5154144204851753,3,13,1.0
Diseases of the musculoskeletal system and connective tissue,13,0.1161865734602868,05-04-2023-22-30-42,0.0,0.0,0.0,0.18668522431672915,0.4844203555878085,0,13,0.1
Diseases of the musculoskeletal system and connective tissue,13,0.1161865734602868,05-03-2023-02-35-10,0.0,0.0,0.0,0.21303109531100634,0.5075419863155712,2,13,1.0
Diseases of the genitourinary system,14,0.1560805110280824,05-04-2023-00-16-38,0.0,0.0,0.0,0.16582930535041024,0.6550708625419079,2,14,0.5
Diseases of the genitourinary system,14,0.1560805110280824,05-04-2023-23-36-53,0.0,0.0,0.0,0.15345779187492714,0.5895763486741847,2,14,0.1
Diseases of the genitourinary system,14,0.1560805110280824,05-02-2023-16-53-58,0.0,0.0,0.0,0.15971164312996816,0.6294498628466931,0,14,1.0
Diseases of the genitourinary system,14,0.1560805110280824,05-02-2023-21-31-26,0.0,0.0,0.0,0.19588929391729734,0.7282650106674795,1,14,1.0
Diseases of the genitourinary system,14,0.1560805110280824,05-04-2023-22-28-09,0.0,0.0,0.0,0.12835376649419752,0.5622790307832978,0,14,0.1
Diseases of the genitourinary system,14,0.1560805110280824,05-03-2023-06-17-13,0.0,0.0,0.0,0.17637000558811958,0.6717540384029259,3,14,1.0
Diseases of the genitourinary system,14,0.1560805110280824,05-05-2023-00-14-02,0.0,0.0,0.0,0.14366481261890224,0.6066176470588235,3,14,0.1
Diseases of the genitourinary system,14,0.1560805110280824,05-03-2023-02-08-56,0.0,0.0,0.0,0.17231722712161457,0.6671822615056385,2,14,1.0
Diseases of the genitourinary system,14,0.1560805110280824,05-03-2023-10-31-27,0.0,0.0,0.0,0.19414099424074,0.6292536574215177,4,14,1.0
Diseases of the genitourinary system,14,0.1560805110280824,05-03-2023-19-20-31,0.0,0.0,0.0,0.1978712954235916,0.6238932490094483,0,14,0.5
Diseases of the genitourinary system,14,0.1560805110280824,05-04-2023-02-43-55,0.0,0.0,0.0,0.14226823382975895,0.610252209692167,3,14,0.5
Diseases of the genitourinary system,14,0.1560805110280824,05-04-2023-23-02-25,0.0,0.0,0.0,0.07835351755369296,0.3514324900944834,1,14,0.1
Diseases of the genitourinary system,14,0.1560805110280824,05-04-2023-05-03-13,0.0,0.0,0.0,0.15107968491346174,0.5979236513258153,4,14,0.5
Diseases of the genitourinary system,14,0.1560805110280824,05-03-2023-21-48-19,0.0,0.0,0.0,0.1941390739726025,0.6998552270649193,1,14,0.5
Diseases of the genitourinary system,14,0.1560805110280824,05-05-2023-00-48-45,0.0,0.0,0.0,0.1455345536433994,0.5812480950929595,4,14,0.1
"Pregnancy, childbirth and the puerperium",15,0.0552006749427503,05-05-2023-00-56-39,0.0,0.0,0.0,0.026312720397588796,0.7334710743801653,4,15,0.1
"Pregnancy, childbirth and the puerperium",15,0.0552006749427503,05-02-2023-18-17-02,0.0,0.0,0.0,0.046092636495488455,0.7402597402597404,0,15,1.0
"Pregnancy, childbirth and the puerperium",15,0.0552006749427503,05-03-2023-07-27-30,0.45,0.32142857142857145,0.375,0.34850155198025,0.8394037780401418,3,15,1.0
"Pregnancy, childbirth and the puerperium",15,0.0552006749427503,05-03-2023-22-29-48,0.0,0.0,0.0,0.03838710905766027,0.7502656434474617,1,15,0.5
"Pregnancy, childbirth and the puerperium",15,0.0552006749427503,05-03-2023-11-42-24,0.0,0.0,0.0,0.028676747328722066,0.7468860684769776,4,15,1.0
"Pregnancy, childbirth and the puerperium",15,0.0552006749427503,05-04-2023-22-36-51,0.0,0.0,0.0,0.026210924102834657,0.7188902007083825,0,15,0.1
"Pregnancy, childbirth and the puerperium",15,0.0552006749427503,05-04-2023-00-56-45,0.0,0.0,0.0,0.03144963985983392,0.699616292798111,2,15,0.5
"Pregnancy, childbirth and the puerperium",15,0.0552006749427503,05-04-2023-23-11-30,0.0,0.0,0.0,0.01301915042560093,0.5720188902007084,1,15,0.1
"Pregnancy, childbirth and the puerperium",15,0.0552006749427503,05-04-2023-05-43-17,0.0,0.0,0.0,0.029789420229714755,0.7137249114521842,4,15,0.5
"Pregnancy, childbirth and the puerperium",15,0.0552006749427503,05-04-2023-03-22-02,0.0,0.0,0.0,0.05315319237930764,0.7621605667060214,3,15,0.5
"Pregnancy, childbirth and the puerperium",15,0.0552006749427503,05-05-2023-00-24-45,0.0,0.0,0.0,0.027638997565882402,0.6949232585596222,3,15,0.1
"Pregnancy, childbirth and the puerperium",15,0.0552006749427503,05-03-2023-20-04-48,0.05,0.038461538461538464,0.043478260869565216,0.045389780342263306,0.7516528925619834,0,15,0.5
"Pregnancy, childbirth and the puerperium",15,0.0552006749427503,05-03-2023-03-09-21,0.0,0.0,0.0,0.030324073088261023,0.715938606847698,2,15,1.0
"Pregnancy, childbirth and the puerperium",15,0.0552006749427503,05-02-2023-22-57-17,0.0,0.0,0.0,0.02850505956336588,0.7461334120425029,1,15,1.0
"Pregnancy, childbirth and the puerperium",15,0.0552006749427503,05-04-2023-23-45-31,0.0,0.0,0.0,0.034891069065881596,0.7318772136953956,2,15,0.1
"Congenital malformations, deformations and chromosomal abnormalities",17,0.0161504158129444,05-04-2023-22-45-32,0.0,0.0,0.0,0.007991746607608131,0.458406949352179,0,17,0.1
"Congenital malformations, deformations and chromosomal abnormalities",17,0.0161504158129444,05-03-2023-23-07-58,0.0,0.0,0.0,0.010242544587299039,0.5345995288574794,1,17,0.5
"Congenital malformations, deformations and chromosomal abnormalities",17,0.0161504158129444,05-04-2023-06-17-47,0.0,0.0,0.0,0.010557919762557646,0.5392373380447586,4,17,0.5
"Congenital malformations, deformations and chromosomal abnormalities",17,0.0161504158129444,05-03-2023-20-42-08,0.0,0.0,0.0,0.008477562392250856,0.48593934040047115,0,17,0.5
"Congenital malformations, deformations and chromosomal abnormalities",17,0.0161504158129444,05-05-2023-01-05-49,0.0,0.0,0.0,0.00941934660483412,0.513766195524146,4,17,0.1
"Congenital malformations, deformations and chromosomal abnormalities",17,0.0161504158129444,05-04-2023-03-59-19,0.0,0.0,0.0,0.010547667463456926,0.5367712014134275,3,17,0.5
"Congenital malformations, deformations and chromosomal abnormalities",17,0.0161504158129444,05-05-2023-00-33-56,0.0,0.0,0.0,0.010458665723740615,0.5162691401648999,3,17,0.1
"Congenital malformations, deformations and chromosomal abnormalities",17,0.0161504158129444,05-03-2023-04-13-35,0.0,0.0,0.0,0.010614183089705015,0.5406360424028269,2,17,1.0
"Congenital malformations, deformations and chromosomal abnormalities",17,0.0161504158129444,05-03-2023-08-35-57,0.0,0.0,0.0,0.011272163564173054,0.5557641342756183,3,17,1.0
"Congenital malformations, deformations and chromosomal abnormalities",17,0.0161504158129444,05-04-2023-01-30-41,0.0,0.0,0.0,0.009416976017477824,0.5161219081272085,2,17,0.5
"Congenital malformations, deformations and chromosomal abnormalities",17,0.0161504158129444,05-04-2023-23-21-58,0.0,0.0,0.0,0.007738302352035461,0.4467388103651354,1,17,0.1
"Congenital malformations, deformations and chromosomal abnormalities",17,0.0161504158129444,05-04-2023-23-55-49,0.0,0.0,0.0,0.006398294608405319,0.3419464075382803,2,17,0.1
"Congenital malformations, deformations and chromosomal abnormalities",17,0.0161504158129444,05-03-2023-00-02-31,0.0,0.0,0.0,0.010754941886452572,0.5434702591283864,1,17,1.0
"Congenital malformations, deformations and chromosomal abnormalities",17,0.0161504158129444,05-03-2023-12-52-50,0.0,0.0,0.0,0.010275418127004169,0.5339369846878681,4,17,1.0
"Congenital malformations, deformations and chromosomal abnormalities",17,0.0161504158129444,05-02-2023-19-22-29,0.0,0.0,0.0,0.010755472797812984,0.5407096584216726,0,17,1.0
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,0.268651319754128,05-03-2023-05-11-31,0.6222826086956522,0.6695906432748538,0.6450704225352113,0.7003887816249632,0.8796655953226952,3,18,1.0
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,0.268651319754128,05-04-2023-22-24-05,0.010869565217391304,0.3076923076923077,0.02099737532808399,0.26232219267777845,0.5428927902319272,0,18,0.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,0.268651319754128,05-03-2023-01-08-51,0.7418478260869565,0.8722044728434505,0.801762114537445,0.8757077338014614,0.9365430583371019,2,18,1.0
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,0.268651319754128,05-04-2023-04-30-44,0.04891304347826087,0.43902439024390244,0.08801955990220049,0.3436984165782818,0.6750779281607338,4,18,0.5
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,0.268651319754128,05-03-2023-23-43-24,0.12228260869565218,0.5232558139534884,0.19823788546255505,0.37674953795626054,0.7045371955552686,2,18,0.5
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,0.268651319754128,05-03-2023-09-38-15,0.18478260869565216,0.4533333333333333,0.2625482625482625,0.4208045470344888,0.7728192228180115,4,18,1.0
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,0.268651319754128,05-03-2023-18-47-23,0.0,0.0,0.0,0.32498740795696135,0.664426400284256,0,18,0.5
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,0.268651319754128,05-05-2023-00-41-09,0.06521739130434782,0.25,0.10344827586206896,0.2667789650637634,0.5720734543575166,4,18,0.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,0.268651319754128,05-02-2023-15-59-28,0.0,0.0,0.0,0.29555115353323785,0.6155698850054914,0,18,1.0
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,0.268651319754128,05-05-2023-00-05-52,0.029891304347826088,0.22448979591836735,0.052757793764988015,0.2858875502190502,0.609396198074811,3,18,0.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,0.268651319754128,05-02-2023-20-24-35,0.10869565217391304,0.45977011494252873,0.1758241758241758,0.3539158153834092,0.6908129562633246,1,18,1.0
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,0.268651319754128,05-04-2023-22-55-41,0.008152173913043478,0.125,0.01530612244897959,0.28327473998539987,0.5929363977001099,1,18,0.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,0.268651319754128,05-03-2023-21-13-02,0.002717391304347826,0.14285714285714285,0.005333333333333333,0.2984944966092651,0.6458589056140578,1,18,0.5
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,0.268651319754128,05-04-2023-02-11-22,0.14130434782608695,0.40625,0.20967741935483872,0.37141079959168327,0.7160689482524711,3,18,0.5
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,0.268651319754128,05-04-2023-23-30-15,0.016304347826086956,0.18181818181818182,0.029925187032418952,0.29374071711414246,0.6203061405775567,2,18,0.1
"Injury, poisoning and certain other consequences of external causes",19,0.1040134988550078,05-03-2023-22-08-20,0.0,0.0,0.0,0.15642725324410894,0.5769637196195844,1,19,0.5
"Injury, poisoning and certain other consequences of external causes",19,0.1040134988550078,05-03-2023-11-06-59,0.0,0.0,0.0,0.1519355705761326,0.5679313641624314,4,19,1.0
"Injury, poisoning and certain other consequences of external causes",19,0.1040134988550078,05-04-2023-22-32-48,0.0,0.0,0.0,0.13075505540171029,0.5335766734146445,0,19,0.1
"Injury, poisoning and certain other consequences of external causes",19,0.1040134988550078,05-02-2023-22-13-43,0.0,0.0,0.0,0.1686457026086755,0.5779817223987707,1,19,1.0
"Injury, poisoning and certain other consequences of external causes",19,0.1040134988550078,05-04-2023-03-04-04,0.0,0.0,0.0,0.1775120398849075,0.6133215146952378,3,19,0.5
"Injury, poisoning and certain other consequences of external causes",19,0.1040134988550078,05-02-2023-17-33-25,0.0,0.0,0.0,0.15634406728993633,0.5720498240751851,0,19,1.0
"Injury, poisoning and certain other consequences of external causes",19,0.1040134988550078,05-03-2023-19-42-42,0.0,0.0,0.0,0.16556976199747062,0.5818292310014748,0,19,0.5
"Injury, poisoning and certain other consequences of external causes",19,0.1040134988550078,05-04-2023-23-40-58,0.0,0.0,0.0,0.14171972378717834,0.5561469175417749,2,19,0.1
"Injury, poisoning and certain other consequences of external causes",19,0.1040134988550078,05-03-2023-02-44-08,0.0,0.0,0.0,0.1496891796646314,0.5664546795226613,2,19,1.0
"Injury, poisoning and certain other consequences of external causes",19,0.1040134988550078,05-04-2023-23-07-27,0.0,0.0,0.0,0.1272889436988513,0.5273525347495055,1,19,0.1
"Injury, poisoning and certain other consequences of external causes",19,0.1040134988550078,05-03-2023-06-51-01,0.0,0.0,0.0,0.1831267516998752,0.6061103391149182,3,19,1.0
"Injury, poisoning and certain other consequences of external causes",19,0.1040134988550078,05-04-2023-05-21-05,0.0,0.0,0.0,0.1633739088850434,0.608157956872293,4,19,0.5
"Injury, poisoning and certain other consequences of external causes",19,0.1040134988550078,05-04-2023-00-36-41,0.0,0.0,0.0,0.14372747590825277,0.5576545680455508,2,19,0.5
"Injury, poisoning and certain other consequences of external causes",19,0.1040134988550078,05-05-2023-00-51-41,0.0,0.0,0.0,0.14705883851235624,0.5674107505738362,4,19,0.1
"Injury, poisoning and certain other consequences of external causes",19,0.1040134988550078,05-05-2023-00-19-18,0.0,0.0,0.0,0.13782505098679648,0.5404240000928976,3,19,0.1
External causes of morbidity,20,0.0437507532843196,05-03-2023-12-11-49,0.0,0.0,0.0,0.10499925999239411,0.6071939818872334,4,20,1.0
External causes of morbidity,20,0.0437507532843196,05-04-2023-05-56-23,0.0,0.0,0.0,0.0732634835316196,0.5830192813321649,4,20,0.5
External causes of morbidity,20,0.0437507532843196,05-03-2023-07-52-24,0.0,0.0,0.0,0.1062046766762669,0.6547180835524394,3,20,1.0
External causes of morbidity,20,0.0437507532843196,05-04-2023-22-40-11,0.0,0.0,0.0,0.053534362462340536,0.4987401402278703,0,20,0.1
External causes of morbidity,20,0.0437507532843196,05-03-2023-22-45-04,0.0,0.0,0.0,0.06838375355797995,0.5471297107800176,1,20,0.5
External causes of morbidity,20,0.0437507532843196,05-04-2023-23-49-39,0.0,0.0,0.0,0.05491028834525634,0.5176672509494595,2,20,0.1
External causes of morbidity,20,0.0437507532843196,05-03-2023-20-19-59,0.0,0.0,0.0,0.07495229406951052,0.5641542506573182,0,20,0.5
External causes of morbidity,20,0.0437507532843196,05-04-2023-23-15-42,0.0,0.0,0.0,0.03872509233348739,0.4070552147239264,1,20,0.1
External causes of morbidity,20,0.0437507532843196,05-02-2023-23-26-11,0.0,0.0,0.0,0.09269592894709988,0.589519427402863,1,20,1.0
External causes of morbidity,20,0.0437507532843196,05-02-2023-18-44-43,0.0,0.0,0.0,0.07999487620268092,0.5699642126789366,0,20,1.0
External causes of morbidity,20,0.0437507532843196,05-04-2023-01-12-01,0.0,0.0,0.0,0.09833205643417217,0.6755331580484956,2,20,0.5
External causes of morbidity,20,0.0437507532843196,05-04-2023-03-37-09,0.0,0.0,0.0,0.08294558395320784,0.6323327490505404,3,20,0.5
External causes of morbidity,20,0.0437507532843196,05-05-2023-00-59-33,0.0,0.0,0.0,0.04693508722763328,0.4901767455448437,4,20,0.1
External causes of morbidity,20,0.0437507532843196,05-03-2023-03-38-26,0.0,0.0,0.0,0.08861652076493745,0.599079754601227,2,20,1.0
External causes of morbidity,20,0.0437507532843196,05-05-2023-00-28-18,0.0,0.0,0.0,0.06305178038464244,0.5566571720712824,3,20,0.1
Factors influencing health status and contact with health services,21,0.5397131493310835,05-03-2023-20-55-57,0.8256658595641646,0.55,0.6602129719264279,0.615451852134075,0.663899750234496,1,21,0.5
Factors influencing health status and contact with health services,21,0.5397131493310835,05-04-2023-22-50-53,0.5690072639225182,0.5934343434343434,0.5809641532756491,0.6084474132297707,0.6717478677224441,1,21,0.1
Factors influencing health status and contact with health services,21,0.5397131493310835,05-03-2023-18-28-48,0.6186440677966102,0.6777188328912467,0.6468354430379747,0.6697531936213648,0.7413059245686364,0,21,0.5
Factors influencing health status and contact with health services,21,0.5397131493310835,05-05-2023-00-00-34,1.0,0.4827586206896552,0.6511627906976745,0.5822359180448327,0.644493161442314,3,21,0.1
Factors influencing health status and contact with health services,21,0.5397131493310835,05-03-2023-04-44-44,0.8535108958837773,0.9085051546391752,0.8801498127340824,0.9547982703558443,0.9522507525685491,3,21,1.0
Factors influencing health status and contact with health services,21,0.5397131493310835,05-04-2023-01-49-10,0.7276029055690073,0.6095334685598377,0.663355408388521,0.6255406130595771,0.7038356455729338,3,21,0.5
Factors influencing health status and contact with health services,21,0.5397131493310835,05-03-2023-23-26-11,0.7869249394673123,0.5985267034990792,0.6799163179916319,0.6284345461392744,0.7044491525423728,2,21,0.5
Factors influencing health status and contact with health services,21,0.5397131493310835,05-04-2023-23-27-16,0.5169491525423728,0.5793758480325645,0.54638515674984,0.584919202684853,0.6369238487882557,2,21,0.1
Factors influencing health status and contact with health services,21,0.5397131493310835,05-04-2023-04-15-36,0.6803874092009685,0.6010695187165775,0.6382737081203861,0.6158263225375178,0.687272320746897,4,21,0.5
Factors influencing health status and contact with health services,21,0.5397131493310835,05-02-2023-19-50-41,0.7215496368038741,0.6138002059732235,0.6633277685030606,0.6222892214447127,0.6920126845974304,1,21,1.0
Factors influencing health status and contact with health services,21,0.5397131493310835,05-03-2023-08-58-56,0.8414043583535109,0.5840336134453782,0.6894841269841271,0.6089602866297124,0.6798257094867265,4,21,1.0
Factors influencing health status and contact with health services,21,0.5397131493310835,05-02-2023-15-31-13,0.9007263922518159,0.8661233993015134,0.8830860534124629,0.9564333971188153,0.9561887856379381,0,21,1.0
Factors influencing health status and contact with health services,21,0.5397131493310835,05-05-2023-00-37-35,0.4430992736077482,0.5922330097087378,0.5069252077562327,0.5785778847064931,0.6389327432759636,4,21,0.1
Factors influencing health status and contact with health services,21,0.5397131493310835,05-04-2023-22-19-28,0.5242130750605327,0.5980662983425414,0.5587096774193548,0.6018470502147062,0.6687566804092226,0,21,0.1
Factors influencing health status and contact with health services,21,0.5397131493310835,05-03-2023-00-36-26,0.7324455205811138,0.8391123439667129,0.7821590174531351,0.8950199610646354,0.8984414196278604,2,21,1.0
Codes for special purposes,22,0.0408581414969266,05-04-2023-06-10-10,0.0,0.0,0.0,0.04347310337648232,0.5514611043933898,4,22,0.5
Codes for special purposes,22,0.0408581414969266,05-02-2023-19-10-50,0.0,0.0,0.0,0.0411494808319751,0.5583736396614268,0,22,1.0
Codes for special purposes,22,0.0408581414969266,05-04-2023-22-43-25,0.0,0.0,0.0,0.03217376425284248,0.48406892382103994,0,22,0.1
Codes for special purposes,22,0.0408581414969266,05-02-2023-23-49-30,0.0,0.0,0.0,0.046730425587206845,0.6167372027408303,1,22,1.0
Codes for special purposes,22,0.0408581414969266,05-04-2023-23-53-45,0.0,0.0,0.0,0.02721113367204078,0.41980048367593714,2,22,0.1
Codes for special purposes,22,0.0408581414969266,05-04-2023-01-23-04,0.0,0.0,0.0,0.03414222256741095,0.5005945183393793,2,22,0.5
Codes for special purposes,22,0.0408581414969266,05-05-2023-01-03-43,0.0,0.0,0.0,0.0306974684917784,0.4660217654171705,4,22,0.1
Codes for special purposes,22,0.0408581414969266,05-04-2023-03-51-37,0.0,0.0,0.0,0.04775741837722758,0.6189641273679968,3,22,0.5
Codes for special purposes,22,0.0408581414969266,05-05-2023-00-31-51,0.0,0.0,0.0,0.03387189030693727,0.4627468762595727,3,22,0.1
Codes for special purposes,22,0.0408581414969266,05-03-2023-08-21-27,0.0,0.0,0.0,0.0485434929774424,0.633726320032245,3,22,1.0
Codes for special purposes,22,0.0408581414969266,05-03-2023-20-34-28,0.0,0.0,0.0,0.04021630401309449,0.545223700120919,0,22,0.5
Codes for special purposes,22,0.0408581414969266,05-03-2023-23-00-18,0.0,0.0,0.0,0.04475448687080122,0.5702589681580008,1,22,0.5
Codes for special purposes,22,0.0408581414969266,05-03-2023-12-38-14,0.0,0.0,0.0,0.05994723280276869,0.6662535268037082,4,22,1.0
Codes for special purposes,22,0.0408581414969266,05-03-2023-04-03-13,0.0,0.0,0.0,0.04855259922444666,0.5823357517130189,2,22,1.0
Codes for special purposes,22,0.0408581414969266,05-04-2023-23-19-49,0.0,0.0,0.0,0.022560135800371233,0.3013502619911326,1,22,0.1
