,icd10 chapter,target,prevalence,time_stamp,recall,precision,f1-score,pr_auc,roc_auc,brier_score_loss,random_seed,target_label,training_percentage,estimator,featurizer,estimator_label
111,"Mental, Behavioral and Neurodevelopmental disorders",5,16.16391576550939,08-25-2023-12-24-12,0.15140845070422534,0.5733333333333334,0.23955431754874648,0.3899086746926975,0.7707490701165581,0.11546149160513569,0,5,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
112,"Mental, Behavioral and Neurodevelopmental disorders",5,16.16391576550939,08-28-2023-17-27-39,0.0,0.0,0.0,0.25092110752673136,0.6555666312880678,0.13432834212904485,4,5,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
113,"Mental, Behavioral and Neurodevelopmental disorders",5,16.16391576550939,08-26-2023-20-29-28,0.017605633802816902,0.45454545454545453,0.03389830508474576,0.2579762364464217,0.6152075385100829,0.134690510458525,0,5,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
114,"Mental, Behavioral and Neurodevelopmental disorders",5,16.16391576550939,08-27-2023-01-34-18,0.19014084507042253,0.4909090909090909,0.27411167512690354,0.38876481652411915,0.7810518917988583,0.11496016340438232,3,5,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
115,"Mental, Behavioral and Neurodevelopmental disorders",5,16.16391576550939,08-28-2023-11-48-25,0.06690140845070422,0.41304347826086957,0.11515151515151516,0.397254685243887,0.7844534962661236,0.11527759957196675,1,5,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
116,"Mental, Behavioral and Neurodevelopmental disorders",5,16.16391576550939,08-26-2023-13-18-07,0.15140845070422534,0.48314606741573035,0.23056300268096516,0.3391724668064124,0.7474709082738114,0.12390366328342634,2,5,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
117,"Mental, Behavioral and Neurodevelopmental disorders",5,16.16391576550939,08-27-2023-08-54-28,0.34507042253521125,0.494949494949495,0.40663900414937754,0.4183262418366794,0.7786781790539571,0.11661870410904389,4,5,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
118,"Mental, Behavioral and Neurodevelopmental disorders",5,16.16391576550939,08-26-2023-21-08-49,0.0,0.0,0.0,0.30028775006270336,0.686822906208466,0.15485192826812577,1,5,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
119,"Mental, Behavioral and Neurodevelopmental disorders",5,16.16391576550939,08-26-2023-23-30-34,0.007042253521126761,0.4,0.01384083044982699,0.3335582576820872,0.7351864069686278,0.12420488491752346,3,5,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
120,"Mental, Behavioral and Neurodevelopmental disorders",5,16.16391576550939,08-26-2023-21-32-02,0.0,0.0,0.0,0.19892029986271748,0.5752894829943681,0.15116156183561327,2,5,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
121,"Mental, Behavioral and Neurodevelopmental disorders",5,16.16391576550939,08-27-2023-12-01-38,0.31338028169014087,0.5144508670520231,0.3894967177242889,0.4119068843901557,0.7881443446831703,0.11511234312519267,4,5,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
122,"Mental, Behavioral and Neurodevelopmental disorders",5,16.16391576550939,08-26-2023-20-10-43,0.0,0.0,0.0,0.1071724613025154,0.2714160045131618,0.14149784820939462,0,5,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
123,"Mental, Behavioral and Neurodevelopmental disorders",5,16.16391576550939,08-25-2023-17-54-20,0.20422535211267606,0.4793388429752066,0.28641975308641976,0.35176177079639226,0.7207457234923458,0.12836291057518112,1,5,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
124,"Mental, Behavioral and Neurodevelopmental disorders",5,16.16391576550939,08-26-2023-22-17-57,0.02112676056338028,0.375,0.04,0.2198176688445004,0.5851166059493417,0.1562576837458089,3,5,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
125,Diseases of the nervous system,6,14.513375071143995,08-26-2023-15-16-42,0.0,0.0,0.0,0.3554200108960383,0.7889428474452364,0.10701889997622913,2,6,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
126,Diseases of the nervous system,6,14.513375071143995,08-25-2023-12-35-36,0.06666666666666667,0.4473684210526316,0.11604095563139931,0.39120105128638955,0.7854546878671576,0.10243593039978545,0,6,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
127,Diseases of the nervous system,6,14.513375071143995,08-26-2023-21-54-18,0.0,0.0,0.0,0.23043123506741808,0.6600793712957888,0.12021151581632065,2,6,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
128,Diseases of the nervous system,6,14.513375071143995,08-26-2023-21-32-51,0.0,0.0,0.0,0.13260566994322165,0.47941829195060187,0.1455479573832396,2,6,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
129,Diseases of the nervous system,6,14.513375071143995,08-26-2023-20-11-39,0.0,0.0,0.0,0.1887192821888081,0.5631432599671027,0.1246116268438077,0,6,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
130,Diseases of the nervous system,6,14.513375071143995,08-25-2023-10-30-57,0.00392156862745098,1.0,0.0078125,0.40047945094821896,0.7781206757003734,0.107337524725594,0,6,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
131,Diseases of the nervous system,6,14.513375071143995,08-27-2023-12-14-05,0.08627450980392157,0.55,0.14915254237288136,0.399864739706407,0.7854599096629331,0.10165639884251425,4,6,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
132,Diseases of the nervous system,6,14.513375071143995,08-26-2023-23-36-08,0.0,0.0,0.0,0.3629919301460931,0.7512936999033967,0.11195263565200439,3,6,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
133,Diseases of the nervous system,6,14.513375071143995,08-26-2023-17-55-41,0.0,0.0,0.0,0.35998438755714296,0.7903292342236495,0.1057587414526322,2,6,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
134,Diseases of the nervous system,6,14.513375071143995,08-28-2023-17-07-51,0.0,0.0,0.0,0.10629253981785236,0.3626824364899089,0.14802235728524232,4,6,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
135,Diseases of the nervous system,6,14.513375071143995,08-25-2023-17-59-52,0.0,0.0,0.0,0.37807326984872586,0.7911333907730869,0.10686680368324651,1,6,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
136,Diseases of the nervous system,6,14.513375071143995,08-26-2023-13-22-28,0.0,0.0,0.0,0.3428493532157811,0.7712383488681759,0.11103035706016008,2,6,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
137,Diseases of the nervous system,6,14.513375071143995,08-26-2023-21-09-37,0.0,0.0,0.0,0.2128916670597538,0.6278413096263805,0.12280705793748682,1,6,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
138,Diseases of the nervous system,6,14.513375071143995,08-26-2023-22-18-38,0.6039215686274509,0.16505894962486603,0.25925925925925924,0.1518456895114817,0.5384585258870525,0.2706817844707312,3,6,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
139,Diseases of the nervous system,6,14.513375071143995,08-25-2023-20-01-02,0.08627450980392157,0.55,0.14915254237288136,0.4333222041166475,0.7941463669355892,0.10001018345634044,1,6,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
140,Diseases of the nervous system,6,14.513375071143995,08-27-2023-04-31-11,0.0,0.0,0.0,0.3778974850850702,0.7800736273204355,0.1054153794251178,3,6,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
141,Diseases of the nervous system,6,14.513375071143995,08-25-2023-15-34-29,0.11372549019607843,0.5178571428571429,0.1864951768488746,0.4111008651965632,0.7866087047335579,0.10072156383839653,0,6,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
142,Diseases of the nervous system,6,14.513375071143995,08-26-2023-20-30-29,0.0,0.0,0.0,0.23606749356568274,0.6388527714681079,0.12166144069091248,0,6,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
143,Diseases of the nervous system,6,14.513375071143995,08-26-2023-20-51-37,0.0,0.0,0.0,0.1739936065221394,0.5432051382470432,0.12486000311288067,1,6,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
144,Diseases of the nervous system,6,14.513375071143995,08-27-2023-06-56-29,0.0196078431372549,0.5555555555555556,0.03787878787878788,0.3746348503004621,0.7669538654343228,0.10845901118673434,4,6,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
145,Diseases of the nervous system,6,14.513375071143995,08-26-2023-22-41-41,0.0,0.0,0.0,0.20554013642772062,0.6208480196339521,0.13013156636438433,3,6,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
146,Diseases of the nervous system,6,14.513375071143995,08-28-2023-12-01-06,0.07450980392156863,0.4222222222222222,0.12666666666666665,0.3846985556340376,0.7949113600167098,0.10171865262653557,1,6,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
147,Diseases of the nervous system,6,14.513375071143995,08-27-2023-01-43-52,0.00784313725490196,0.3333333333333333,0.01532567049808429,0.3827287020975269,0.7774000678833451,0.10509139380452567,3,6,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
148,Diseases of the nervous system,6,14.513375071143995,08-28-2023-17-28-58,0.00784313725490196,0.3333333333333333,0.01532567049808429,0.2354207363837943,0.622284013472233,0.12944998488343154,4,6,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
149,Diseases of the nervous system,6,14.513375071143995,08-27-2023-09-05-50,0.047058823529411764,0.5,0.08602150537634408,0.3907803221235812,0.7876661183781102,0.10314304749319156,4,6,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
150,Diseases of the eye and adnexa,7,5.065452475811042,08-27-2023-05-55-55,0.0,0.0,0.0,0.33090313316718556,0.8336095168808774,0.04336113803917801,3,7,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
151,Diseases of the eye and adnexa,7,5.065452475811042,08-26-2023-20-41-45,0.0,0.0,0.0,0.18834307673765105,0.717834720987255,0.04784814995260618,0,7,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
152,Diseases of the eye and adnexa,7,5.065452475811042,08-25-2023-17-00-42,0.3258426966292135,0.9666666666666667,0.4873949579831933,0.6193122539323227,0.8653908334006952,0.031019671584613242,0,7,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
153,Diseases of the eye and adnexa,7,5.065452475811042,08-26-2023-20-59-55,0.0,0.0,0.0,0.16509475179822636,0.6942648128688061,0.04775921145578865,1,7,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
154,Diseases of the eye and adnexa,7,5.065452475811042,08-25-2023-21-14-52,0.39325842696629215,0.9722222222222222,0.56,0.600590769209248,0.8591463907525665,0.030724294696967382,1,7,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
155,Diseases of the eye and adnexa,7,5.065452475811042,08-26-2023-14-04-17,0.2808988764044944,0.9615384615384616,0.4347826086956522,0.5714778084921507,0.8559332309433352,0.032846453201669186,2,7,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
156,Diseases of the eye and adnexa,7,5.065452475811042,08-25-2023-18-43-38,0.0,0.0,0.0,0.33414949431093377,0.7857489289467303,0.04503061405441293,1,7,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
157,Diseases of the eye and adnexa,7,5.065452475811042,08-27-2023-00-25-42,0.0,0.0,0.0,0.33022322433951373,0.8040444049254978,0.0433518593956748,3,7,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
158,Diseases of the eye and adnexa,7,5.065452475811042,08-26-2023-21-22-29,0.0,0.0,0.0,0.2806548224627856,0.7610944951903647,0.04590747929902112,1,7,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
159,Diseases of the eye and adnexa,7,5.065452475811042,08-26-2023-16-33-53,0.34831460674157305,0.96875,0.5123966942148761,0.5730444977671,0.8696817826637566,0.030528298500286915,2,7,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
160,Diseases of the eye and adnexa,7,5.065452475811042,08-26-2023-20-19-17,0.0,0.0,0.0,0.18089127409495442,0.7096468892301888,0.04729932572600289,0,7,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
161,Diseases of the eye and adnexa,7,5.065452475811042,08-27-2023-07-45-57,0.21348314606741572,0.9047619047619048,0.34545454545454546,0.5345639668325932,0.824286638105246,0.03429672041375029,4,7,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
162,Diseases of the eye and adnexa,7,5.065452475811042,08-26-2023-22-53-53,0.0,0.0,0.0,0.2299070221648842,0.7506938269609031,0.04554143125797407,3,7,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
163,Diseases of the eye and adnexa,7,5.065452475811042,08-28-2023-17-41-16,0.0,0.0,0.0,0.20423764778326106,0.7241802063966803,0.046977490248661664,4,7,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
164,Diseases of the eye and adnexa,7,5.065452475811042,08-25-2023-11-19-22,0.2247191011235955,1.0,0.36697247706422015,0.6197027407413355,0.8617465578099317,0.03243102567076,0,7,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
165,Diseases of the eye and adnexa,7,5.065452475811042,08-26-2023-19-25-57,0.38202247191011235,0.9444444444444444,0.5439999999999999,0.6054315155045028,0.8654312505052137,0.028342292696760203,2,7,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
166,Diseases of the eye and adnexa,7,5.065452475811042,08-26-2023-22-06-36,0.0,0.0,0.0,0.1718748404456017,0.7455743270552098,0.04706327604996659,2,7,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
167,Diseases of the eye and adnexa,7,5.065452475811042,08-28-2023-17-16-40,0.0,0.0,0.0,0.18577642959246657,0.7134696736992427,0.047164487756398324,4,7,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
168,Diseases of the eye and adnexa,7,5.065452475811042,08-27-2023-13-39-18,0.38202247191011235,0.9714285714285714,0.5483870967741935,0.6302390600848248,0.8593686848274189,0.029048038766930583,4,7,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
169,Diseases of the eye and adnexa,7,5.065452475811042,08-26-2023-22-28-33,0.0,0.0,0.0,0.20540973595960402,0.7304111766766362,0.046258099492281525,3,7,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
170,Diseases of the eye and adnexa,7,5.065452475811042,08-25-2023-13-53-22,0.29213483146067415,0.9629629629629629,0.4482758620689656,0.6528986192137672,0.8636663702745668,0.030960387530283504,0,7,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
171,Diseases of the eye and adnexa,7,5.065452475811042,08-26-2023-21-41-59,0.0,0.0,0.0,0.16502285815062323,0.6799436855010375,0.04651447994810065,2,7,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
172,Diseases of the eye and adnexa,7,5.065452475811042,08-27-2023-10-30-06,0.4044943820224719,0.972972972972973,0.5714285714285715,0.6166197375181975,0.8538045967720206,0.028765518917114583,4,7,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
173,Diseases of the eye and adnexa,7,5.065452475811042,08-28-2023-13-33-32,0.4157303370786517,0.9024390243902439,0.5692307692307692,0.6167963455835321,0.863363241990677,0.02871105942435481,1,7,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
174,Diseases of the eye and adnexa,7,5.065452475811042,08-27-2023-03-04-51,0.0,0.0,0.0,0.33509681521813683,0.816331204699162,0.04215897944319227,3,7,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
175,Diseases of the ear and mastoid process,8,1.4797951052931133,08-25-2023-21-38-53,0.0,0.0,0.0,0.05942871160456737,0.7771630449273431,0.014473583677731062,1,8,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
176,Diseases of the ear and mastoid process,8,1.4797951052931133,08-26-2023-20-21-58,0.0,0.0,0.0,0.012379402834092912,0.4340754566057859,0.01463368215941667,0,8,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
177,Diseases of the ear and mastoid process,8,1.4797951052931133,08-26-2023-16-54-52,0.0,0.0,0.0,0.02419848125888857,0.6250944318535306,0.014589212618135084,2,8,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
178,Diseases of the ear and mastoid process,8,1.4797951052931133,08-28-2023-17-18-52,0.0,0.0,0.0,0.01466149266515905,0.5176420921654891,0.015162746606698469,4,8,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
179,Diseases of the ear and mastoid process,8,1.4797951052931133,08-26-2023-22-57-24,0.0,0.0,0.0,0.012864917104167485,0.43105363729280544,0.017853796351598943,3,8,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
180,Diseases of the ear and mastoid process,8,1.4797951052931133,08-27-2023-08-00-57,0.0,0.0,0.0,0.06354452122487612,0.7431897969159668,0.014521988902410876,4,8,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
181,Diseases of the ear and mastoid process,8,1.4797951052931133,08-25-2023-14-19-00,0.0,0.0,0.0,0.09109118019866602,0.7511887303915035,0.014465800345234966,0,8,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
182,Diseases of the ear and mastoid process,8,1.4797951052931133,08-27-2023-03-30-33,0.0,0.0,0.0,0.03434127876294285,0.6024530062658313,0.014520000727827557,3,8,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
183,Diseases of the ear and mastoid process,8,1.4797951052931133,08-27-2023-06-18-40,0.0,0.0,0.0,0.04433044235914084,0.6686664000355509,0.014529323625000827,3,8,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
184,Diseases of the ear and mastoid process,8,1.4797951052931133,08-26-2023-21-25-58,0.0,0.0,0.0,0.01299089717201672,0.454539394747367,0.014814989386513048,1,8,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
185,Diseases of the ear and mastoid process,8,1.4797951052931133,08-25-2023-17-29-49,0.0,0.0,0.0,0.06331088525198326,0.7973825712127272,0.014438791147297406,0,8,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
186,Diseases of the ear and mastoid process,8,1.4797951052931133,08-27-2023-13-57-42,0.0,0.0,0.0,0.11430197530728471,0.773852375238857,0.014274115780578547,4,8,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
187,Diseases of the ear and mastoid process,8,1.4797951052931133,08-26-2023-20-45-51,0.0,0.0,0.0,0.011363082097015227,0.41281162511665115,0.015947589551909967,0,8,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
188,Diseases of the ear and mastoid process,8,1.4797951052931133,08-26-2023-22-31-07,0.0,0.0,0.0,0.013210891074282395,0.43103141803315115,0.022425776800744018,3,8,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
189,Diseases of the ear and mastoid process,8,1.4797951052931133,08-25-2023-18-59-11,0.0,0.0,0.0,0.06553587502498831,0.6434919788472648,0.014619852493177899,1,8,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
190,Diseases of the ear and mastoid process,8,1.4797951052931133,08-26-2023-14-18-25,0.0,0.0,0.0,0.05506829904917499,0.5378616184508731,0.014584484329350405,2,8,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
191,Diseases of the ear and mastoid process,8,1.4797951052931133,08-28-2023-13-59-35,0.0,0.0,0.0,0.06605271859090214,0.7539439185886327,0.014439210560327145,1,8,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
192,Diseases of the ear and mastoid process,8,1.4797951052931133,08-27-2023-00-41-52,0.0,0.0,0.0,0.017866540704765177,0.5145980535928543,0.014660001982457536,3,8,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
193,Diseases of the ear and mastoid process,8,1.4797951052931133,08-27-2023-10-55-35,0.0,0.0,0.0,0.10412169441595585,0.7888281562458339,0.01427421839043577,4,8,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
194,Diseases of the ear and mastoid process,8,1.4797951052931133,08-26-2023-22-10-53,0.0,0.0,0.0,0.012455454244646919,0.44174110118650844,0.014761407798910765,2,8,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
195,Diseases of the ear and mastoid process,8,1.4797951052931133,08-25-2023-11-36-42,0.0,0.0,0.0,0.0329521743770901,0.6647558103363995,0.014661220732206121,0,8,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
196,Diseases of the ear and mastoid process,8,1.4797951052931133,08-26-2023-19-48-52,0.0,0.0,0.0,0.035194915804967614,0.7071279384970893,0.014536383347008354,2,8,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
197,Diseases of the ear and mastoid process,8,1.4797951052931133,08-28-2023-17-44-15,0.0,0.0,0.0,0.014690107025595733,0.5166200062213928,0.014642409927744704,4,8,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
198,Diseases of the ear and mastoid process,8,1.4797951052931133,08-26-2023-21-44-39,0.0,0.0,0.0,0.011522917048775316,0.41490023552415234,0.015653826584900818,2,8,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
199,Diseases of the circulatory system,9,29.70973249857712,08-25-2023-19-18-17,0.6513409961685823,0.6193078324225865,0.6349206349206349,0.6252729971936533,0.8290908526843191,0.15237640078524267,1,9,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
200,Diseases of the circulatory system,9,29.70973249857712,08-27-2023-08-17-30,0.6455938697318008,0.5922671353251318,0.617781851512374,0.5987288341173369,0.8121829773372423,0.15920728043788984,4,9,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
201,Diseases of the circulatory system,9,29.70973249857712,08-27-2023-03-49-38,0.6245210727969349,0.6037037037037037,0.6139359698681733,0.6489500618750353,0.8288876479439091,0.15302847412471085,3,9,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
202,Diseases of the circulatory system,9,29.70973249857712,08-27-2023-11-17-35,0.5977011494252874,0.6227544910179641,0.6099706744868035,0.642214870109239,0.8268013091969534,0.15601020172331892,4,9,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
203,Diseases of the circulatory system,9,29.70973249857712,08-25-2023-14-39-15,0.6896551724137931,0.6040268456375839,0.6440071556350626,0.6231465185205348,0.8164564816107466,0.15693647313028727,0,9,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
204,Diseases of the circulatory system,9,29.70973249857712,08-26-2023-20-07-32,0.13984674329501914,0.503448275862069,0.21889055472263869,0.45436883319846144,0.6844990460235469,0.1908873981549127,0,9,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
205,Diseases of the circulatory system,9,29.70973249857712,08-26-2023-20-48-13,0.0,0.0,0.0,0.22524013280577032,0.32491197046550946,0.22601166534447414,1,9,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
206,Diseases of the circulatory system,9,29.70973249857712,08-28-2023-11-16-02,0.7011494252873564,0.5587786259541985,0.6219201359388274,0.6045879937633732,0.8065335753176044,0.1658238481450624,1,9,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
207,Diseases of the circulatory system,9,29.70973249857712,08-26-2023-21-28-56,0.6015325670498084,0.3588571428571429,0.4495347172512527,0.38331129086002813,0.6013634882963377,0.24468636594483706,2,9,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
208,Diseases of the circulatory system,9,29.70973249857712,08-26-2023-21-04-52,0.5038314176245211,0.48703703703703705,0.4952919020715631,0.502410500790968,0.7258465571532722,0.18858955098891617,1,9,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
209,Diseases of the circulatory system,9,29.70973249857712,08-26-2023-20-24-58,0.19348659003831417,0.5706214689265536,0.28898426323319026,0.4815001117696125,0.7149471822793058,0.1912400044903368,0,9,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
210,Diseases of the circulatory system,9,29.70973249857712,08-26-2023-13-04-05,0.5842911877394636,0.5535390199637024,0.5684995340167754,0.5874717545147132,0.7748910295189786,0.17389756530698508,2,9,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
211,Diseases of the circulatory system,9,29.70973249857712,08-26-2023-14-40-02,0.603448275862069,0.6441717791411042,0.6231454005934718,0.6473776594226576,0.8237982223463167,0.1561784031117506,2,9,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
212,Diseases of the circulatory system,9,29.70973249857712,08-25-2023-17-38-54,0.5766283524904214,0.6007984031936128,0.5884652981427175,0.5715351169863198,0.7896404361921603,0.1694336855852902,1,9,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
213,Diseases of the circulatory system,9,29.70973249857712,08-27-2023-01-00-04,0.6609195402298851,0.5917667238421955,0.6244343891402715,0.6591684804872846,0.8237361750973367,0.1571224052124272,3,9,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
214,Diseases of the circulatory system,9,29.70973249857712,08-28-2023-17-04-36,0.0,0.0,0.0,0.2850020137786583,0.47777312423410423,0.21199633145934227,4,9,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
215,Diseases of the circulatory system,9,29.70973249857712,08-27-2023-06-32-21,0.5881226053639846,0.5972762645914397,0.5926640926640926,0.576837451945413,0.791482463896257,0.16557483066267853,4,9,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
216,Diseases of the circulatory system,9,29.70973249857712,08-25-2023-10-07-02,0.632183908045977,0.5621805792163543,0.5951307484220019,0.588752407987196,0.7852761878170226,0.16893915740358806,0,9,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
217,Diseases of the circulatory system,9,29.70973249857712,08-26-2023-21-48-39,0.6245210727969349,0.4773060029282577,0.5410788381742738,0.5212819089358616,0.7381947352909239,0.19282751972141673,2,9,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
218,Diseases of the circulatory system,9,29.70973249857712,08-25-2023-11-52-48,0.7068965517241379,0.5747663551401869,0.6340206185567011,0.6073902180735011,0.8128670482572478,0.16068447281269788,0,9,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
219,Diseases of the circulatory system,9,29.70973249857712,08-26-2023-17-15-40,0.6091954022988506,0.6235294117647059,0.6162790697674418,0.6436952522471975,0.820165355918532,0.1564418979777543,2,9,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
220,Diseases of the circulatory system,9,29.70973249857712,08-26-2023-22-14-31,0.7011494252873564,0.46683673469387754,0.560490045941807,0.5532019640886442,0.7550266027580003,0.21603396306855155,3,9,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
221,Diseases of the circulatory system,9,29.70973249857712,08-28-2023-17-22-39,0.5268199233716475,0.55,0.538160469667319,0.5383301348024924,0.7390153101586858,0.18243092221956556,4,9,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
222,Diseases of the circulatory system,9,29.70973249857712,08-26-2023-23-11-00,0.6609195402298851,0.6020942408376964,0.6301369863013699,0.6050812110123149,0.8038019451812555,0.1616013452355977,3,9,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
223,Diseases of the circulatory system,9,29.70973249857712,08-26-2023-22-35-52,0.5804597701149425,0.4950980392156863,0.5343915343915344,0.5143952919177567,0.735267656320288,0.19006223436010686,3,9,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
224,Diseases of the respiratory system,10,10.586226522481503,08-28-2023-17-09-47,0.0,0.0,0.0,0.100169216860894,0.49247448717685466,0.09832020290633736,4,10,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
225,Diseases of the respiratory system,10,10.586226522481503,08-26-2023-15-39-26,0.0,0.0,0.0,0.2870487033821988,0.7450291917345984,0.08606586770983718,2,10,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
226,Diseases of the respiratory system,10,10.586226522481503,08-26-2023-22-21-21,0.03225806451612903,0.2727272727272727,0.057692307692307696,0.1803135584349886,0.6511262602410628,0.11606706915367858,3,10,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
